smiles,Eea,Egb,Egc,Ei
*C(=S)C(=O)C(F)(F)C(*)(F)F,5.1438,1.5715,-99.0,7.0732
*OC(=S)C(F)(F)C(*)(F)F,3.6605,3.1746,-99.0,7.093
*c1ccc(NC(F)(F)C(*)(F)F)s1,1.8646,3.3898,-99.0,5.871
*c1ccc(NC(F)(F)C(*)(F)F)cc1,1.524,4.1626,-99.0,6.1304
*C(=O)NC(F)(F)C(*)(F)F,2.4953,5.4991,-99.0,8.3456
*C(=S)NC(F)(F)C(*)(F)F,3.1022,2.8927,-99.0,6.3593
*NOC(F)(F)C(*)(F)F,0.9509,6.3342,-99.0,9.0368
*c1ccc(C(F)(F)CC(*)(F)F)s1,2.025,3.8644,-99.0,7.1393
*c1ccc(C(F)(F)CC(*)(F)F)cc1,1.9565,4.3368,-99.0,7.0413
*C(=O)C(F)(F)CC(*)(F)F,3.352,4.9978,-99.0,8.1829
*C(=S)C(F)(F)CC(*)(F)F,4.3183,2.4856,-99.0,7.4545
*NC(F)(F)CC(*)(F)F,1.3115,8.287,-99.0,8.5515
*OC(F)(F)CC(*)(F)F,0.7292,10.0451,-99.0,9.6085
*C(=O)C(F)(F)C(=O)C(*)(F)F,4.1382,3.1408,-99.0,7.3587
*OC(F)(F)C(=O)C(*)(F)F,3.6501,5.2263,-99.0,8.7917
*OC(F)(F)C(=S)C(*)(F)F,4.3264,2.4298,-99.0,7.385
*c1ccc(C(F)(F)NC(*)(F)F)s1,2.4083,3.6543,-99.0,7.3853
*c1ccc(C(F)(F)NC(*)(F)F)cc1,2.1641,4.2709,-99.0,7.2657
*C(=O)C(F)(F)NC(*)(F)F,3.7985,5.0875,-99.0,8.5584
*C(=S)C(F)(F)NC(*)(F)F,4.6097,2.6094,-99.0,7.8892
*NC(F)(F)NC(*)(F)F,1.6576,8.2637,-99.0,8.5631
*OC(F)(F)NC(*)(F)F,0.9184,8.991,-99.0,9.067
*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)s4)s3)cc2)cc1,2.6224,-99.0,-99.0,4.852
*C(=S)c1ccc(-c2ccc(-c3ccc(*)cc3)cc2)s1,3.3959,-99.0,-99.0,5.7249
*c1ccc(C(=S)c2ccc(-c3ccc(*)s3)s2)cc1,3.54,-99.0,-99.0,5.643
*Cc1ccc(CO*)s1,1.4146,-99.0,-99.0,6.0202
*C(=O)c1ccc(C(=S)c2ccc(*)s2)s1,4.1286,-99.0,-99.0,6.205
*C(=O)c1ccc(-c2ccc(-c3ccc(*)s3)s2)cc1,2.775,-99.0,-99.0,5.5122
*C(=O)c1ccc(-c2ccc(C(*)=S)s2)cc1,3.8058,-99.0,-99.0,6.162
*C(=O)c1ccc(-c2ccc(-c3ccc(*)s3)cc2)cc1,3.0595,-99.0,-99.0,5.9085
*C(=O)c1ccc(C(=S)c2ccc(*)s2)cc1,3.9759,-99.0,-99.0,6.3469
*C(=O)c1ccc(C(=S)c2ccc(*)cc2)cc1,2.9183,-99.0,-99.0,5.8604
*Nc1ccc(C(=O)O*)s1,2.6486,-99.0,-99.0,6.0364
*CCCCCCNC(=S)Nc1ccc(NC(=S)N*)cc1,1.6869,-99.0,-99.0,5.4552
*NC(=O)NC(=O)c1ccc(C(=S)c2ccc(-c3ccc(*)s3)s2)s1,2.9241,-99.0,-99.0,5.1795
*c1ccc(C(=S)c2ccc(C(=S)C(=O)Nc3ccc(-c4ccc(*)s4)cc3)s2)s1,3.9089,-99.0,-99.0,5.6233
*OCC(=S)c1ccc(C(=S)Cc2ccc(-c3ccc(*)cc3)cc2)s1,3.7067,-99.0,-99.0,5.9175
*NC(=O)c1ccc(NC(=S)c2ccc(Nc3ccc(*)cc3)cc2)s1,2.5831,-99.0,-99.0,5.2813
*CCC(=O)OC(=O)Cc1ccc(-c2ccc(*)cc2)cc1,1.5387,-99.0,-99.0,6.1951
*Nc1ccc(NC(=O)NONC(*)=O)s1,1.3385,-99.0,-99.0,5.6948
*C(=S)C(=O)CCNc1ccc(C(=S)c2ccc(*)cc2)cc1,3.8901,-99.0,-99.0,5.8838
*c1ccc(-c2ccc(C(F)(F)C(*)(F)F)s2)s1,2.7568,-99.0,-99.0,5.8176
*OC(=O)C(F)(F)C(*)(F)F,2.9195,-99.0,-99.0,9.0985
*CC(*)CC,-99.0,7.9012,6.517,-99.0
*CC(*)CCC,-99.0,7.2705,6.7336,-99.0
*CC1CCC(*)C1,-99.0,7.9703,6.9613,-99.0
*CC(*)CCCC1CCCCC1,-99.0,7.5725,6.3703,-99.0
*C(*)C,-99.0,7.4047,-99.0,-99.0
*C=C*,-99.0,0.9567,1.3994,-99.0
*C=CCCCC*,-99.0,5.7962,5.7726,-99.0
*C1CCC1*,-99.0,6.5419,6.0897,-99.0
*CC1(*)CCCCC1,-99.0,7.3387,6.3291,-99.0
*CC(*)c1ccc(C(=O)OCC(C)C)cc1,-99.0,4.8032,4.9663,-99.0
*CC(*)O,-99.0,7.5488,6.3648,-99.0
*CC(*)C#N,-99.0,7.4435,7.7741,-99.0
*CC(*)(C)C#N,-99.0,7.1863,7.6319,-99.0
*CC(*)OC(C)=O,-99.0,5.9373,6.8523,-99.0
*CC(*)CCc1ccc(C)cc1,-99.0,4.5772,5.1686,-99.0
*C(C)C(*)O,-99.0,7.9156,6.0639,-99.0
*C(F)C(*)(F)OC(F)(F)F,-99.0,7.802,8.1265,-99.0
*CC(*)C(=O)c1ccc(CC)cc1,-99.0,3.9853,4.27,-99.0
*CC(*)OC(=O)C(F)(F)C(F)(F)C(F)(F)F,-99.0,6.0228,6.4207,-99.0
*CC(*)OC(=O)CC1CCCC1,-99.0,6.4741,6.5327,-99.0
*CC(*)N1CCCC1=O,-99.0,5.5902,5.4797,-99.0
*CC(*)C(=O)O,-99.0,6.1071,6.7889,-99.0
*CC(*)C(=O)OC(C)C,-99.0,6.455,6.4162,-99.0
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-99.0,6.4578,6.3101,-99.0
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-99.0,5.7185,6.2833,-99.0
*CC(*)(C)C(=O)OCC,-99.0,6.2424,6.4148,-99.0
*CC(*)(C)C(=O)Oc1ccccc1,-99.0,4.8118,5.2323,-99.0
*CC(*)(C)C(=O)OCCc1ccccc1,-99.0,4.9946,5.7104,-99.0
*CC(*)(C)C(=O)OCC(F)(F)C(F)F,-99.0,5.3983,6.3988,-99.0
*CC(*)(C)C(=O)OC(C(F)(F)F)C(F)(F)F,-99.0,5.3218,6.0312,-99.0
*CC(*)(C)C(=O)OC(F)(C(F)(F)F)C(F)(F)F,-99.0,6.1125,6.1534,-99.0
*CC(*)(C)C(=O)OCCOCC,-99.0,5.9514,6.2857,-99.0
*CC(*)C(N)=O,-99.0,6.3764,6.3386,-99.0
*CC(*)C(=O)OC(CC)CC,-99.0,6.2722,6.4889,-99.0
*CC(*)C(=O)OCF,-99.0,6.1736,6.4866,-99.0
*CC(*)C(=O)OCCCCSC,-99.0,5.1007,4.571,-99.0
*CC(*)C(=O)OCCCSCC,-99.0,5.1212,4.5768,-99.0
*CC(*)C(=O)OCCSCCCC#N,-99.0,5.1226,-99.0,-99.0
*CC(*)(C)C(=O)OCCC#N,-99.0,6.2508,6.1882,-99.0
*CC(*)C(=O)OCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-99.0,6.0236,6.9089,-99.0
*CC(*)(C#N)C(=O)OCC,-99.0,6.1989,6.5171,-99.0
*CCC(C(=O)OC)C(*)C(=O)OC,-99.0,6.3252,6.6384,-99.0
*CC(*)(C#N)C(=O)OC(C)C,-99.0,5.8301,6.4883,-99.0
*C1C(=O)OC(=O)C1*,-99.0,6.0081,6.3452,-99.0
*CCC(F)(F)C(*)(F)Cl,-99.0,7.4828,7.738,-99.0
*C(F)(F)C1(F)C(F)(F)C(*)(F)C(F)(F)C1(F)F,-99.0,6.9544,7.2142,-99.0
*CCC(Cl)C(*)Cl,-99.0,6.4523,6.5471,-99.0
*C=CC(C*)(C(F)(F)F)C(F)(F)F,-99.0,5.7329,6.1653,-99.0
*C=CC(C*)CCC,-99.0,5.7469,5.7221,-99.0
*C1C=CC(*)CC1,-99.0,5.4843,5.6051,-99.0
*C=CC(C)C(*)C(=O)OCCCC,-99.0,5.4974,5.2364,-99.0
*OC(*)CCC#N,-99.0,6.9611,6.5576,-99.0
*CC(C)O*,-99.0,6.9903,5.7517,-99.0
*OC(F)(F)C(*)(F)F,-99.0,10.1137,9.8627,-99.0
*Oc1ccc(SSCCCCCCCCCCSSc2ccc(*)cc2)cc1,-99.0,4.2235,4.369,-99.0
*OC(F)(F)C(F)(F)C(F)(F)C(*)(F)F,-99.0,8.7307,9.0549,-99.0
*CC(C)CO*,-99.0,7.3501,5.976,-99.0
*CC1CC1CO*,-99.0,6.9566,5.9176,-99.0
*CCOCCOCCOC(=O)CCCCCC(=O)O*,-99.0,5.5157,6.1082,-99.0
*CCOCCOCCOC(=O)CCCCCCC(=O)O*,-99.0,6.184,6.0293,-99.0
*CCOCCOC(=O)CCCCS(=O)(=O)CCCCC(=O)O*,-99.0,5.7504,6.5167,-99.0
*ON(C(F)(F)F)C(F)(C(*)(F)F)C(F)(F)F,-99.0,7.0955,6.8426,-99.0
*C1(F)OC(C(F)(F)F)(C(F)(F)Cl)OC1(*)F,-99.0,7.8208,8.2297,-99.0
*C1OC(C(F)(F)F)(C(F)(F)F)OC1(*)F,-99.0,8.0982,8.2782,-99.0
*CS*,-99.0,4.8805,5.3464,-99.0
*CCCCSCCS*,-99.0,4.9438,-99.0,-99.0
*CCCCCCSCCS*,-99.0,5.0604,-99.0,-99.0
*CCCCCCSSCCCCSS*,-99.0,4.2836,5.0908,-99.0
*CCCCCCCCCCSCCCCCCS*,-99.0,5.52,-99.0,-99.0
*CCOC(=O)NCCSCCCCSCCNC(=O)O*,-99.0,5.1094,5.1396,-99.0
*CCCCCCOC(=O)NCCSCCSCCNC(=O)O*,-99.0,4.7777,5.3918,-99.0
*CCCCCCOC(=O)NCCSCCCCCSCCNC(=O)O*,-99.0,5.1327,5.2279,-99.0
*SC1CCCC(*)C1,-99.0,5.2199,4.9242,-99.0
*CC1CCC(COC(=O)NCCSCCCSCCNC(=O)O*)CC1,-99.0,5.0712,5.5784,-99.0
*CC1CCC(COC(=O)NCCSCCCCCSCCNC(=O)O*)CC1,-99.0,5.4414,5.2578,-99.0
*CCc1ccc(Cc2ccc(CCS*)cc2)cc1,-99.0,4.3552,4.9003,-99.0
*CCCC1CCN(C(=O)SSCCCCSSC(=O)N2CCC(*)CC2)CC1,-99.0,4.297,5.001,-99.0
*CCCCCCCCCCOC(=O)CCC(=O)O*,-99.0,6.6201,6.7167,-99.0
*CCCCCCCCCCOC(=O)CCCCC(=O)O*,-99.0,6.718,6.5494,-99.0
*CCCOC(=O)CCCCCCC(=O)O*,-99.0,6.4907,6.9244,-99.0
*CCCCCC(=O)S*,-99.0,5.0001,5.3869,-99.0
*CCCCCCCCCCCC(=O)O*,-99.0,6.8377,6.7916,-99.0
*CCCCCCCCCCOC(=O)CCCCCCCCCCCCCCCCC(=O)O*,-99.0,6.0542,6.6124,-99.0
*CC(C)C(C)COC(=O)c1ccc(C(=O)O*)cc1,-99.0,4.2335,4.7326,-99.0
*CC(CCC)C(CCC)COC(=O)c1ccc(C(=O)O*)cc1,-99.0,4.4708,4.734,-99.0
*CC(C)C(=O)O*,-99.0,6.5897,6.7365,-99.0
*CCCOC(=O)CCCCCCCCCCC(=O)O*,-99.0,6.3683,6.5126,-99.0
*OC(c1ccc(OC)cc1)C(C)(C)C(*)=O,-99.0,4.5832,5.0038,-99.0
*CC1CCC(COC(=O)C2CCC(C(=O)O*)CC2)CC1,-99.0,6.4924,6.6637,-99.0
*CC1CC1COC(=O)c1cccc(C(=O)O*)c1,-99.0,4.4908,5.0466,-99.0
*OC(C)COC(=O)CCCCC(*)=O,-99.0,6.5974,6.7094,-99.0
*CCOC(=O)C1CCC(C(=O)O*)CC1,-99.0,6.4481,6.5843,-99.0
*CC(CCl)(CCl)C(=O)O*,-99.0,6.1969,6.551,-99.0
*CC(F)(F)C(F)(F)C(F)(F)COC(=O)CCCCC(=O)O*,-99.0,6.2672,6.6433,-99.0
*CC(C)(C)COC(=O)CCCCC(=O)O*,-99.0,6.5878,6.692,-99.0
*OC(C)CCOC(=O)CCCCS(=O)(=O)CCCCC(*)=O,-99.0,6.2709,6.6674,-99.0
*CC(F)(F)C(F)(F)C(F)(F)COC(=O)CCCC(=O)O*,-99.0,5.7563,6.894,-99.0
*CCCCOC(=O)C1CCC(C(=O)O*)CC1,-99.0,6.5835,6.3839,-99.0
*OC(C)COC(=O)CCCCS(=O)(=O)CCCCC(*)=O,-99.0,6.4017,6.649,-99.0
*CCCCCCNC(=O)CCCCCCCCCCC(=O)N*,-99.0,6.3994,5.7224,-99.0
*CC1CCC(CNC(=O)c2cc(C(=O)N*)cc(C(C)(C)C)c2)CC1,-99.0,5.1615,4.8744,-99.0
*CCC(C)C(C)CCNC(=O)c1cccc(C(=O)N*)c1,-99.0,4.7199,4.994,-99.0
*CCCCCCCCCCCNC(=O)c1ccc(C(=O)N*)cc1,-99.0,4.214,4.9311,-99.0
*CC1CCC(CNC(=O)CCCCCC(=O)N*)CC1,-99.0,5.2823,5.787,-99.0
*CC1CC1CNC(=O)C1CC1C(=O)N*,-99.0,5.6374,-99.0,-99.0
*NC(C)C(=O)NCC(=O)NCC(=O)NCC(*)=O,-99.0,5.4756,5.9084,-99.0
*C(=O)c1ccc(C(=O)N2CCN(*)CC2)cc1,-99.0,4.7036,4.6128,-99.0
*NC(C)C(=O)NC(C)C(=O)NC(C(=O)NC(C(*)=O)C(C)C)C(C)C,-99.0,5.8867,5.7985,-99.0
*NC1CCCC1C(*)=O,-99.0,6.4002,5.8804,-99.0
*NNC(=O)C(=O)NNC(=O)CCCCCCCC(*)=O,-99.0,3.7266,4.4307,-99.0
*CCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N*,-99.0,6.2733,5.7457,-99.0
*CCCNC(=O)CCCCCCCC(=O)NCCCNC(=O)C(=O)N*,-99.0,4.6809,4.7768,-99.0
*Nc1ccc(-c2ccc(NC(=O)c3cc(C(*)=O)cc(S(=O)(=O)c4ccccc4)c3)cc2)cc1,-99.0,2.4795,3.1781,-99.0
*CCOC(=O)NCCCCCCCCCCNC(=O)O*,-99.0,6.6421,6.2273,-99.0
*CCCCCCOC(=O)NCCCNC(=O)O*,-99.0,6.5954,6.0865,-99.0
*CC(F)(F)C(F)(F)C(F)(F)COC(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CNC(=O)O*,-99.0,6.4326,6.897,-99.0
*CC1CC1COC(=O)Nc1ccc(C)c(NC(=O)O*)c1,-99.0,4.7181,-99.0,-99.0
*C(=O)OCC(C)(C)COC(=O)N1CCN(*)CC1,-99.0,6.4401,5.8163,-99.0
*CC(C)(C)COC(=O)Nc1ccc(NC(=O)O*)cc1,-99.0,4.4894,4.8883,-99.0
*C(=O)OCCCCOC(=O)N1CCN(*)CC1,-99.0,6.4265,5.8653,-99.0
*CCOC(=O)Nc1ccc(C(C)(C)c2ccc(NC(=O)O*)cc2)cc1,-99.0,4.3346,4.7807,-99.0
*C(=O)OC1CCC(OC(=O)N2CCN(*)CC2)CC1,-99.0,6.2573,5.8355,-99.0
*CCCCCOC(=O)NC(=O)C1CC1C(=O)NC(=O)O*,-99.0,5.4301,6.0047,-99.0
*c1ccc(Sc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,-99.0,2.3234,2.5188,-99.0
*OC(=O)CCCCCCCCCCCCC(*)=O,-99.0,5.2681,6.2591,-99.0
*OC1C(C)(C)C(OC(*)=O)C1(C)C,-99.0,6.9495,6.5093,-99.0
*CCCCCOC(=O)O*,-99.0,7.123,7.3186,7.4318
*c1cccc(-c2nc3cc4nc(*)c(-c5ccccc5)nc4cc3nc2-c2ccccc2)c1,-99.0,1.9959,2.9837,-99.0
*CCC1CC(*)C2CCCC12,-99.0,7.4997,6.7838,-99.0
*C1C2CC(C)C(C2)C1*,-99.0,6.7713,6.0638,-99.0
*CCC1CC(*)C2C3CC(CC)C(C3)C12,-99.0,7.528,6.6502,-99.0
*CCC1CCC(*)C1,-99.0,7.9915,7.1099,-99.0
*CC(*)OC(=O)OCC(F)(F)F,-99.0,7.9003,7.5359,-99.0
*C=C(*)C#N,-99.0,0.5068,0.838,-99.0
*C=C(*)F,-99.0,0.3906,0.8441,-99.0
*CCCC(*)C#N,-99.0,7.4859,7.8211,-99.0
*CC(*)(Cl)C#N,-99.0,5.8652,6.5592,-99.0
*C=CC(C)(C)CC(C#N)C*,-99.0,5.2738,5.6628,-99.0
*CC(*)CO,-99.0,7.4192,6.2929,-99.0
*C#CC(=C(*)c1cnc2ccccc2c1)c1cnc2ccccc2c1,-99.0,0.5725,0.7739,-99.0
*C=CC1CC(*)C(C#N)(CC)C1,-99.0,5.5315,6.1381,-99.0
*C=CC1CC(*)C(C#N)(CCC)C1,-99.0,5.8705,6.0806,-99.0
*C=CC1CC(*)C(C(=O)OCCNC(C)(C)C)C1,-99.0,4.7904,5.2249,-99.0
*CC(OCC)C(C#N)(C#N)C(*)(C#N)C(=O)OC,-99.0,5.4071,5.4657,-99.0
*CC(*)C(=O)NCCO,-99.0,5.7124,4.8564,-99.0
*CC(*)(C)C(=O)OC1(C)CCOC(=O)C1,-99.0,5.9976,6.0808,-99.0
*CC(*)(C)C(=O)OCCC1CCCCC1,-99.0,6.5993,6.5132,-99.0
*C1C2CC(C(=O)NCC(O)C(O)C(OC3OC(CO)C(O)C(O)C3O)C(O)CO)C(C2)C1*,-99.0,5.6407,-99.0,-99.0
*CC(*)C(=O)Nc1ccccc1Cl,-99.0,4.2427,4.5631,-99.0
*CC(*)(C)C(=O)OCC(=O)N1CCCC1,-99.0,5.3385,5.0881,-99.0
*CCCCCCC(Cl)C(*)Cl,-99.0,6.7965,6.8762,-99.0
*C(F)(F)C1(F)C(F)(F)C(*)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,-99.0,7.543,7.4251,-99.0
*CCCCCCCCC(*)Cl,-99.0,6.86,6.9974,-99.0
*C1C=C(C(*)(C)C)C2CC=CCC12,-99.0,4.8262,-99.0,-99.0
*C=CC1CC(*)C2CC=CC12,-99.0,5.6741,5.3836,-99.0
*c1ccc2c(c1)C(CC(CC)CCCC)(CC(CC)CCCC)c1cc(*)ccc1-2,-99.0,2.85,3.8505,-99.0
*C=CC1CC(*)C2C3CCC(C3)C12,-99.0,5.7656,5.1047,-99.0
*ON(C(F)(F)F)C(F)(Cl)C(*)(F)F,-99.0,6.6835,6.7405,-99.0
*OC(F)(F)C(F)(F)C(*)(F)F,-99.0,9.1214,9.4523,-99.0
*OC(=O)OC1COC2C(*)COC12,-99.0,6.6786,6.8979,-99.0
*OC(=O)OCCCCCCCCCCOC(=O)OC1COC2C(*)COC12,-99.0,6.1689,6.8143,-99.0
*OC(=O)OCCOCCOC(=O)OC1COC2C(*)COC12,-99.0,6.5378,6.7329,-99.0
*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)n4CCCCCCCCCCCC)s3)s2)s1,-99.0,2.1442,2.1465,-99.0
*c1cccc(-c2ccc(-c3ccc(*)s3)s2)n1,-99.0,2.0464,2.8359,-99.0
*c1cc(C#N)c(*)s1,-99.0,1.0894,1.691,-99.0
*C=c1ccc(=c2ccc(=Cc3ccc(*)s3)s2)s1,-99.0,1.224,0.2908,-99.0
*c1cc2c(s1)-c1sc(*)cc1C2CCCCCCN,-99.0,1.3223,2.6725,-99.0
*c1cc(-c2sc(-c3cc(C)c(*)s3)cc2C)c2cccccc1-2,-99.0,1.3327,1.8668,-99.0
*CCCCCOC(=O)CC(=O)O*,-99.0,6.4679,6.5183,-99.0
*OC(CC(C)C)C(*)=O,-99.0,5.8529,6.5186,-99.0
*Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C(*)=O)c4)c(C)c3)c3ccccc3-c3ccccc32)cc1C,-99.0,3.0176,3.4929,-99.0
*OC(CC(*)=O)C1CO1,-99.0,6.1493,6.757,-99.0
*OC(CCCCCCC=C)CC(*)=O,-99.0,5.5852,5.8983,-99.0
*CCC(C)CC(=O)O*,-99.0,6.7489,6.826,-99.0
*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2)cc1C1CCCCCCC1,-99.0,3.1917,3.5292,-99.0
*CCOC(=O)C1C2C=CC(C2)C1C(=O)O*,-99.0,5.3661,5.7779,-99.0
*Nc1ccc(Cc2ccc(NC(=O)c3cc(C(*)=O)cc(N4C(=O)C=CC4=O)c3)cc2)cc1,-99.0,2.0738,2.1937,-99.0
*Nc1ccc(Br)cc1-c1ccc(NC(=O)c2ccc(C(*)=O)cc2)cc1,-99.0,2.9894,3.4431,-99.0
*Nc1ccc(NC(=O)c2cc(NC(=O)c3ccncc3)cc(C(*)=O)c2)cc1,-99.0,2.9949,3.6703,-99.0
*CCCCCNC(=S)N*,-99.0,4.3365,4.4944,-99.0
*C=CC1CC(*)C2C(=O)N(CCCCCCCCC)C(=O)C12,-99.0,5.104,5.4434,-99.0
*Oc1c(Cl)cc(C2(c3cc(Cl)c(OC(*)=O)c(Cl)c3)CC3CCC2C3)cc1Cl,-99.0,4.6838,4.8308,-99.0
*OC1CCC(OC(=O)OCCCCCOC(*)=O)CC1,-99.0,6.0614,7.0367,-99.0
*OC1CCC(OC(=O)OCCCCCCOC(*)=O)CC1,-99.0,7.0127,7.1086,-99.0
*Oc1ccc(C(CC)c2ccc(OC(*)=O)cc2)cc1,-99.0,4.7325,5.1581,-99.0
*C=Cc1ccc(*)n1CCCCCC,-99.0,1.3683,1.5103,-99.0
*c1ccc(*)n1CCC(=O)OC(C)C(=O)OCC,-99.0,2.05,2.0885,-99.0
*C(C#N)=C(c1ccccc1)c1ccc(*)cc1,-99.0,2.5883,4.0078,-99.0
*CC(*)(F)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-99.0,5.7714,6.6046,-99.0
*CC(*)(F)C#N,-99.0,7.0615,7.7512,-99.0
*CC(*)(F)C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,-99.0,6.2862,6.7366,-99.0
*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)cc4)cc3)cc2)cc1,-99.0,2.5835,-99.0,-99.0
*Oc1ccc(Oc2ccc(*)cc2)cc1,-99.0,3.6966,-99.0,-99.0
*Cc1ccc(-c2ccc(O*)cc2)cc1,-99.0,3.7323,-99.0,-99.0
*CC(=S)CC(*)=S,-99.0,2.5638,-99.0,-99.0
*CC(=S)C(=O)C(*)=S,-99.0,0.725,-99.0,-99.0
*CC(=S)NC(*)=S,-99.0,1.7598,-99.0,-99.0
*CC(=S)OC(*)=S,-99.0,2.7744,-99.0,-99.0
*CNc1ccc(C(*)=O)cc1,-99.0,3.1969,-99.0,-99.0
*C(=O)C(=S)OC(*)=S,-99.0,1.4146,-99.0,-99.0
*Nc1ccc(-c2ccc(O*)cc2)cc1,-99.0,3.4585,-99.0,-99.0
*Nc1ccc(NO*)cc1,-99.0,3.6275,-99.0,-99.0
*NC(=O)Nc1ccc(*)cc1,-99.0,3.4515,-99.0,-99.0
*NC(=S)c1ccc(C(*)=S)s1,-99.0,1.6122,-99.0,-99.0
*NC(=S)C(=O)C(*)=S,-99.0,1.5026,-99.0,-99.0
*NOc1ccc(O*)cc1,-99.0,4.5587,-99.0,-99.0
*NC(=S)Nc1ccc(NC(=S)Nc2ccc(Cc3ccc(*)cc3)cc2)cc1,-99.0,3.6012,-99.0,-99.0
*CCCCCCCNC(=S)Nc1ccc(NC(=S)N*)cc1,-99.0,3.5538,-99.0,-99.0
*C(=O)NC(=O)c1ccc(*)cc1,-99.0,3.4047,-99.0,-99.0
*OCCCCONC(*)=O,-99.0,5.6793,-99.0,6.4266
*C(C#N)C(*)(C#N)C#N,-99.0,5.8992,-99.0,-99.0
*CC(*)(C#N)C#N,-99.0,6.9314,-99.0,-99.0
*CC(C#N)(C#N)C(C#N)C(*)(C#N)C#N,-99.0,6.2447,-99.0,-99.0
*CC(C#N)(C#N)C(C#N)C(C#N)(C#N)C(C#N)C(*)(C#N)C#N,-99.0,6.2667,-99.0,-99.0
*CC(C#N)(C#N)C(C#N)C(C#N)(C#N)C(C#N)C(C#N)(C#N)C(C#N)C(*)(C#N)C#N,-99.0,5.9056,-99.0,-99.0
*CC(C#N)(C#N)CC(C#N)(C#N)C(C#N)C(*)(C#N)C#N,-99.0,6.5308,-99.0,-99.0
*CC(C#N)(C#N)CC(C#N)(C#N)CC(C#N)(C#N)C(C#N)C(*)(C#N)C#N,-99.0,6.4504,-99.0,-99.0
*C([2H])=C(*)[2H],-99.0,0.6605,1.4005,-99.0
*C*,-99.0,-99.0,6.8972,-99.0
*CC(*)CC(C)C,-99.0,-99.0,6.7394,-99.0
*C=CCCC*,-99.0,-99.0,4.6373,-99.0
*C=CCC*,-99.0,-99.0,5.2133,-99.0
*CCC(C)C(*)C,-99.0,-99.0,6.6781,-99.0
*C=CCCCCCCCC*,-99.0,-99.0,5.8277,-99.0
*C=CCCCCCCCCCC*,-99.0,-99.0,5.8787,-99.0
*C=CCCCCCC*,-99.0,-99.0,5.8437,-99.0
*C=CCCCCC*,-99.0,-99.0,5.8026,-99.0
*C=CC1CCC(*)C1,-99.0,-99.0,5.4117,-99.0
*C=CC(C*)C(C)CC,-99.0,-99.0,4.9643,-99.0
*CC(*)c1ccccc1C(=O)OC,-99.0,-99.0,5.0713,-99.0
*CC(*)c1ccccc1Cl,-99.0,-99.0,2.4139,-99.0
*CC(*)c1cccc(C)c1,-99.0,-99.0,5.185,-99.0
*CC(*)c1ccc(CCCCCC)cc1,-99.0,-99.0,4.9872,-99.0
*CC(*)c1ccc(CCCCCCCCCCCCCCCC)cc1,-99.0,-99.0,5.0097,-99.0
*CC(*)c1ccc(C(O)CCN2CCOCC2)cc1,-99.0,-99.0,3.8601,-99.0
*CC(*)c1ccc(C(=O)CCN2CCCCC2)cc1,-99.0,-99.0,2.7084,-99.0
*CC(*)c1ccc(C(=O)OCCCCCC)cc1,-99.0,-99.0,4.7078,-99.0
*CC(*)c1ccc(C(=O)Cc2ccccc2)cc1,-99.0,-99.0,3.6382,-99.0
*CC(*)c1ccc(C(=O)c2ccccc2)cc1,-99.0,-99.0,3.5289,-99.0
*CC(*)c1ccc(F)cc1,-99.0,-99.0,2.0489,-99.0
*CC(*)c1ccc(C)cc1C,-99.0,-99.0,4.8585,-99.0
*CC(*)c1cc(C)ccc1C,-99.0,-99.0,4.9137,-99.0
*CC(*)c1cc(Cl)ccc1Cl,-99.0,-99.0,2.6378,-99.0
*CC(*)c1cc(C)ccc1F,-99.0,-99.0,4.5949,-99.0
*CC(*)c1cc(Br)ccc1OCCCC,-99.0,-99.0,4.5078,-99.0
*CC(*)c1cc(Br)ccc1OCC,-99.0,-99.0,4.458,-99.0
*CC(*)c1cc(Br)ccc1OC(C)C,-99.0,-99.0,4.6199,-99.0
*CC(*)c1ccc(C)c(C)c1,-99.0,-99.0,4.4861,-99.0
*CC(*)c1ccc(Cl)c(C)c1,-99.0,-99.0,4.762,-99.0
*CC(*)c1ccc(Cl)c(Cl)c1,-99.0,-99.0,2.3069,-99.0
*C(F)(F)C(*)(F)c1ccccc1,-99.0,-99.0,5.6014,-99.0
*CC(*)c1ccc(C(=O)CCN2CCOCC2)cc1,-99.0,-99.0,3.2629,-99.0
